SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	HOURS	EDUC	AGE	ANNUAL_WAGE
1997	Employed,	AB	Male	19	No	10	8	Some PS	15-29	4160
1997	Employed,	QC	Male	240	Yes	22.69	50	Ba or More	60+	58994
1997	Employed,	QC	Female	40	No	10	35	Some PS	15-29	18200
1997	Employed,	ON	Female	13	No	6.85	30	Some PS	30-44	10686
1997	Employed,	QC	Male	35	No	8	4	Some PS	15-29	1664
1997	Employed,	BC	Male	22	No	28.87	40	Ba or More	30-44	60049.6
1997	Employed,	QC	Female	18	Yes	6.89	23.5	Some PS	30-44	8419.58
1997	Employed,	AB	Female	13	No	6.25	8	HS Dropout	45-59	2600
1997	Employed,	BC	Female	66	Yes	22	35	Some PS	30-44	40040
1997	Employed,	ON	Male	7	No	7	10	HS Dropout	15-29	3640
1997	Employed,	AB	Female	33	No	5.45	25	HS Grad	15-29	7085
1997	Employed,	ON	Female	2	No	8.5	37	Some PS	15-29	16354
1997	Employed,	ON	Male	39	No	7.5	60	HS Dropout	30-44	23400
1997	Unemployed	ON	Female	NA	NA	NA	NA	Ba or More	45-59	NA
1997	Employed,	AB	Female	240	No	13.27	40	HS Dropout	30-44	27601.6
1997	Employed,	ON	Male	62	No	13.5	42	HS Grad	30-44	29484
1997	Unemployed	ON	Male	NA	NA	NA	NA	Ba or More	15-29	NA
1997	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	30-44	NA
1997	Employed,	BC	Male	91	Yes	23.08	37.5	Some PS	45-59	45006
1997	Employed,	AB	Male	46	No	11.5	40	Some PS	15-29	23920
1997	Employed,	ON	Female	3	No	10	40	HS Dropout	30-44	20800
1997	Employed,	BC	Female	8	No	7.1	12	HS Dropout	15-29	4430.4
1997	Employed,	BC	Male	179	NA	NA	45	HS Grad	30-44	NA
1997	Employed,	AB	Female	12	No	14.66	40	Some PS	15-29	30492.8
1997	Employed,	ON	Female	31	No	12.5	40	Ba or More	30-44	26000
1997	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	30-44	NA
1997	Employed,	ON	Female	132	No	16.19	38	HS Grad	30-44	31991.44
1997	Employed,	ON	Female	92	Yes	23.27	40	Some PS	30-44	48401.6
1997	Employed,	QC	Male	206	Yes	19	40	Some PS	30-44	39520
1997	Employed,	QC	Male	120	No	24.04	40	Some PS	15-29	50003.2
1997	Employed,	QC	Male	95	No	10	40	HS Grad	15-29	20800
1997	Employed,	ON	Female	5	No	10.26	37.5	Ba or More	15-29	20007
1997	Employed,	QC	Male	37	No	5.63	60	HS Dropout	15-29	17565.6
1997	Employed,	QC	Female	5	No	9	35	Some PS	15-29	16380
1997	Employed,	ON	Female	8	No	9	38	HS Dropout	15-29	17784
1997	Unemployed	BC	Male	NA	NA	NA	NA	Some PS	30-44	NA
1997	Employed,	QC	Female	35	No	6.75	8	Some PS	15-29	2808
1997	Employed,	ON	Female	88	No	31.25	40	HS Grad	30-44	65000
1997	Employed,	ON	Male	36	NA	NA	55	Some PS	45-59	NA
1997	Employed,	ON	Male	57	NA	NA	60	Ba or More	15-29	NA
1997	Employed,	ON	Male	13	No	40	37.5	Ba or More	30-44	78000
1997	Unemployed	BC	Male	NA	NA	NA	NA	Some PS	15-29	NA
1997	Employed,	ON	Male	116	NA	NA	5	HS Dropout	60+	NA
1997	Employed,	QC	Female	56	No	9	38	HS Dropout	15-29	17784
1997	Employed,	ON	Male	240	NA	NA	24	HS Grad	45-59	NA
1997	Employed,	ON	Male	66	No	13.75	40	HS Grad	30-44	28600
1997	Employed,	ON	Female	210	No	10.75	37.5	Some PS	45-59	20962.5
1997	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	15-29	NA
1997	Unemployed	ON	Female	NA	NA	NA	NA	HS Grad	15-29	NA
1997	Employed,	ON	Female	5	No	7	6	HS Dropout	15-29	2184
1997	Employed,	QC	Male	12	No	23.56	40	Some PS	30-44	49004.8
1997	Employed,	QC	Male	240	Yes	20	40	HS Dropout	30-44	41600
1997	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	45-59	NA
1997	Employed,	AB	Male	79	No	5.86	40	HS Grad	60+	12188.8
1997	Employed,	ON	Male	78	Yes	22.4	40	HS Dropout	45-59	46592
1997	Employed,	AB	Female	24	No	10	40	HS Dropout	30-44	20800
1997	Employed,	ON	Male	240	NA	NA	55	Some PS	60+	NA
1997	Employed,	ON	Female	219	No	16.15	40	HS Grad	30-44	33592
1997	Employed,	AB	Female	101	No	14.67	28	Some PS	15-29	21359.52
1997	Employed,	BC	Female	13	No	21.63	40	HS Dropout	45-59	44990.4
1997	Employed,	ON	Male	240	No	25	40	Some PS	30-44	52000
1997	Employed,	ON	Female	32	No	15.38	40	Some PS	30-44	31990.4
1997	Employed,	ON	Male	121	No	7	25	HS Grad	30-44	9100
1997	Employed,	ON	Female	5	No	12	24	Some PS	15-29	14976
1997	Employed,	AB	Male	12	No	5.5	25	HS Dropout	15-29	7150
1997	Employed,	QC	Male	185	No	34.41	38	Ba or More	45-59	67994.16
1997	Employed,	ON	Female	121	No	10	40	HS Dropout	30-44	20800
1997	Employed,	QC	Male	58	Yes	7	6	Some PS	15-29	2184
1997	Employed,	QC	Male	25	Yes	22	40	Some PS	30-44	45760
1997	Employed,	ON	Female	103	Yes	20.51	45	Ba or More	30-44	47993.4
1997	Employed,	AB	Male	222	NA	NA	40	Some PS	30-44	NA
1997	Employed,	QC	Female	67	No	25.64	30	Ba or More	30-44	39998.4
1997	Employed,	QC	Female	22	No	16.75	35	Some PS	30-44	30485
1997	Employed,	ON	Male	240	NA	NA	14	Ba or More	45-59	NA
1997	Employed,	AB	Female	59	Yes	17	40	HS Grad	30-44	35360
1997	Employed,	ON	Female	240	No	13.72	40	HS Grad	45-59	28537.6
1997	Employed,	QC	Male	240	Yes	28.57	35	Ba or More	45-59	51997.4
1997	Employed,	ON	Male	82	No	11.78	42.5	Some PS	15-29	26033.8
1997	Unemployed	QC	Female	NA	NA	NA	NA	Some PS	30-44	NA
1997	Employed,	ON	Female	170	Yes	13.89	37.5	Some PS	45-59	27085.5
1997	Employed,	BC	Female	4	Yes	8	15	HS Dropout	15-29	6240
1997	Employed,	ON	Female	97	No	20.3	36	Ba or More	30-44	38001.6
1997	Employed,	AB	Male	150	Yes	23	37.5	HS Grad	60+	44850
1997	Employed,	ON	Male	240	NA	NA	40	Some PS	45-59	NA
1997	Employed,	ON	Female	133	No	12.83	28	Ba or More	30-44	18680.48
1997	Employed,	AB	Male	6	No	4.35	10	HS Dropout	15-29	2262
1997	Employed,	BC	Male	79	Yes	17.01	32	Ba or More	30-44	28304.64
1997	Employed,	BC	Female	115	NA	NA	40	Some PS	45-59	NA
1997	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	QC	Female	14	No	7	40	Some PS	30-44	14560
1997	Employed,	ON	Male	240	Yes	26.56	42	HS Grad	45-59	58007.04
1997	Employed,	BC	Female	200	Yes	19.36	37.5	Some PS	45-59	37752
1997	Employed,	ON	Male	14	No	9.5	40	HS Grad	30-44	19760
1997	Employed,	QC	Female	8	No	6.67	3	HS Dropout	15-29	1040.52
1997	Employed,	ON	Female	36	No	7	25	HS Dropout	15-29	9100
1997	Employed,	QC	Male	3	No	9.29	70	Some PS	15-29	33815.6
1997	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	45-59	NA
1997	Employed,	BC	Male	27	No	12.54	40	HS Dropout	15-29	26083.2
1997	Employed,	ON	Female	91	Yes	12.5	40	HS Dropout	30-44	26000
1997	Employed,	QC	Female	226	Yes	20.68	37.2	Ba or More	30-44	40003.392
1997	Employed,	ON	Female	109	No	21.43	35	HS Grad	45-59	39002.6
1997	Employed,	AB	Female	240	Yes	12	40	HS Grad	45-59	24960
1997	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	30-44	NA
1997	Employed,	AB	Male	240	Yes	16.69	40	Some PS	45-59	34715.2
1997	Employed,	QC	Female	56	No	28.21	37.5	Some PS	30-44	55009.5
1997	Employed,	AB	Female	240	Yes	22	21	Some PS	45-59	24024
1997	Employed,	BC	Male	12	Yes	26.9	40	Some PS	15-29	55952
1997	Employed,	ON	Male	68	NA	NA	50	Some PS	45-59	NA
1997	Employed,	BC	Female	118	No	11.73	15	HS Grad	45-59	9149.4
1997	Employed,	QC	Female	6	No	7.5	44	HS Grad	15-29	17160
1997	Employed,	ON	Male	23	NA	NA	55	Some PS	15-29	NA
1997	Employed,	BC	Male	22	No	7.5	8	HS Dropout	15-29	3120
1997	Employed,	AB	Male	108	NA	NA	70	Some PS	30-44	NA
1997	Employed,	ON	Male	240	No	7.76	40	HS Dropout	45-59	16140.8
1997	Employed,	AB	Male	207	No	18	44	Some PS	30-44	41184
1997	Employed,	ON	Female	123	Yes	15	37.5	Some PS	30-44	29250
1997	Employed,	AB	Male	115	No	14.75	40	HS Dropout	30-44	30680
1997	Employed,	QC	Female	33	No	6.78	40	HS Dropout	30-44	14102.4
1997	Employed,	ON	Female	66	No	11	15	Ba or More	15-29	8580
1997	Employed,	QC	Female	36	NA	NA	80	Some PS	30-44	NA
1997	Employed,	QC	Male	185	No	22.84	35	Ba or More	45-59	41568.8
1997	Unemployed	AB	Male	NA	NA	NA	NA	HS Dropout	30-44	NA
1997	Unemployed	ON	Female	NA	NA	NA	NA	HS Grad	30-44	NA
1997	Employed,	ON	Female	8	No	10.68	45	Some PS	15-29	24991.2
1997	Employed,	AB	Male	79	No	9	40	HS Grad	15-29	18720
1997	Employed,	ON	Female	51	No	8	30	HS Dropout	15-29	12480
1997	Employed,	ON	Male	5	Yes	15.63	32	Ba or More	30-44	26008.32
1997	Unemployed	ON	Female	NA	NA	NA	NA	Ba or More	30-44	NA
1997	Employed,	BC	Male	12	Yes	31	40	Some PS	30-44	64480
1997	Employed,	AB	Male	193	Yes	19.78	35	Ba or More	30-44	35999.6
1997	Employed,	ON	Female	106	Yes	13	15	Some PS	15-29	10140
1997	Employed,	QC	Female	240	Yes	15.49	35	Some PS	30-44	28191.8
1997	Employed,	QC	Female	183	No	17.95	37.5	Some PS	30-44	35002.5
1997	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	30-44	NA
1997	Employed,	ON	Female	31	No	11	20	Ba or More	30-44	11440
1997	Employed,	BC	Male	14	No	10	37	Some PS	30-44	19240
1997	Employed,	ON	Female	8	No	14	30	Some PS	15-29	21840
1997	Employed,	ON	Male	240	NA	NA	60	Ba or More	45-59	NA
1997	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	30-44	NA
1997	Employed,	ON	Female	131	No	7.5	35	Ba or More	30-44	13650
1997	Employed,	AB	Female	4	No	5.5	24	HS Grad	15-29	6864
1997	Employed,	AB	Female	9	NA	NA	20	Some PS	15-29	NA
1997	Employed,	BC	Male	1	NA	NA	40	Some PS	45-59	NA
1997	Employed,	BC	Female	161	No	19.12	35	Some PS	30-44	34798.4
1997	Employed,	QC	Male	19	No	8.5	3	Some PS	15-29	1326
1997	Employed,	ON	Male	28	No	12	40	Some PS	45-59	24960
1997	Employed,	QC	Female	88	No	6.45	30	HS Dropout	30-44	10062
1997	Employed,	AB	Male	184	No	19.71	40	HS Grad	30-44	40996.8
1997	Employed,	ON	Male	119	No	22.36	40	HS Dropout	30-44	46508.8
1997	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	ON	Male	69	Yes	13	40	HS Dropout	45-59	27040
1997	Employed,	ON	Female	127	No	25	30	Some PS	45-59	39000
1997	Employed,	QC	Male	119	NA	NA	99	Some PS	30-44	NA
1997	Employed,	BC	Male	12	No	12	24	Some PS	15-29	14976
1997	Employed,	QC	Female	240	Yes	15.4	40	HS Dropout	45-59	32032
1997	Employed,	ON	Female	14	No	20.24	38	Ba or More	15-29	39994.24
1997	Employed,	ON	Female	69	Yes	18.22	38	Ba or More	30-44	36002.72
1997	Employed,	ON	Male	109	No	22	40	Ba or More	30-44	45760
1997	Employed,	QC	Female	137	Yes	26.67	15	Some PS	30-44	20802.6
1997	Employed,	ON	Female	3	No	24.8	35	Some PS	45-59	45136
1997	Employed,	ON	Female	20	No	7.75	20	Some PS	15-29	8060
1997	Employed,	ON	Male	184	Yes	21	42	Some PS	30-44	45864
1997	Employed,	BC	Female	9	No	7.69	40	Some PS	30-44	15995.2
1997	Employed,	AB	Female	67	No	10	5	Some PS	30-44	2600
1997	Employed,	ON	Male	111	No	7	25	Some PS	15-29	9100
1997	Employed,	ON	Male	31	No	25.96	40	Ba or More	30-44	53996.8
1997	Employed,	ON	Male	26	No	12.82	45	Some PS	15-29	29998.8
1997	Unemployed	QC	Female	NA	NA	NA	NA	Some PS	15-29	NA
1997	Employed,	ON	Male	85	No	18.75	40	HS Grad	30-44	39000
1997	Employed,	ON	Female	221	Yes	20	19	Some PS	30-44	19760
1997	Employed,	ON	Male	29	No	20.7	40	Some PS	30-44	43056
1997	Employed,	QC	Male	173	No	10.5	40	Some PS	30-44	21840
1997	Employed,	ON	Female	4	No	8	15	Some PS	15-29	6240
1997	Employed,	AB	Female	27	Yes	22	37.5	Ba or More	30-44	42900
1997	Employed,	QC	Male	19	No	7	20	HS Grad	15-29	7280
1997	Employed,	ON	Male	193	Yes	26.25	40	Some PS	45-59	54600
1997	Employed,	QC	Female	77	No	14.48	20	Some PS	30-44	15059.2
1997	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	30-44	NA
1997	Employed,	ON	Female	39	No	7.15	35	HS Dropout	30-44	13013
1997	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	QC	Male	240	Yes	22.69	40	Some PS	45-59	47195.2
1997	Employed,	QC	Male	8	Yes	12.5	40	Ba or More	30-44	26000
1997	Employed,	QC	Female	60	No	7.75	40	Some PS	30-44	16120
1997	Employed,	BC	Male	58	NA	NA	70	HS Grad	15-29	NA
1997	Employed,	QC	Male	240	NA	NA	7.5	Some PS	60+	NA
1997	Employed,	ON	Female	205	No	11	35	Some PS	30-44	20020
1997	Employed,	BC	Female	50	No	12	29	Some PS	45-59	18096
1997	Employed,	ON	Female	9	No	15.13	38	Ba or More	30-44	29896.88
1997	Employed,	QC	Female	19	No	18	35	Some PS	30-44	32760
1997	Unemployed	ON	Female	NA	NA	NA	NA	HS Grad	30-44	NA
1997	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	QC	Male	38	NA	NA	40	HS Dropout	15-29	NA
1997	Employed,	ON	Male	240	Yes	22.03	55	Some PS	30-44	63005.8
1997	Employed,	ON	Male	240	No	28.85	50	Some PS	45-59	75010
1997	Employed,	ON	Male	31	No	14	40	Some PS	15-29	29120
1997	Employed,	BC	Female	1	No	11	0.5	Some PS	60+	286
1997	Employed,	BC	Male	32	No	15	40	Some PS	15-29	31200
1997	Employed,	QC	Female	214	No	10	35	Ba or More	45-59	18200
1997	Employed,	QC	Female	27	Yes	17.95	37.5	HS Grad	45-59	35002.5
1997	Employed,	QC	Male	219	Yes	19.55	38	Some PS	45-59	38630.8
1997	Employed,	QC	Female	18	No	6.7	14	HS Dropout	15-29	4877.6
1997	Employed,	QC	Male	44	No	28.85	40	Ba or More	30-44	60008
1997	Employed,	QC	Female	5	No	12.65	38	Ba or More	30-44	24996.4
1997	Employed,	ON	Male	104	No	16	40	HS Dropout	60+	33280
1997	Employed,	AB	Male	240	NA	NA	30	HS Dropout	60+	NA
1997	Employed,	ON	Female	63	NA	NA	30	HS Grad	30-44	NA
1997	Employed,	ON	Female	12	NA	NA	70	HS Dropout	30-44	NA
1997	Employed,	QC	Male	83	Yes	18.29	37.5	Some PS	30-44	35665.5
1997	Employed,	ON	Male	70	No	25.64	37.5	HS Grad	15-29	49998
1997	Employed,	QC	Male	3	No	11	40	Some PS	30-44	22880
1997	Employed,	BC	Male	240	Yes	17	40	HS Grad	60+	35360
1997	Employed,	QC	Female	240	Yes	15.2	35	Some PS	45-59	27664
1997	Employed,	ON	Female	103	Yes	19.23	40	HS Grad	30-44	39998.4
1997	Employed,	BC	Female	113	Yes	19.59	35	Some PS	45-59	35653.8
1997	Employed,	QC	Male	118	Yes	14.58	40	HS Grad	15-29	30326.4
1997	Employed,	BC	Male	3	No	10	4	HS Dropout	15-29	2080
1997	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	BC	Female	30	No	7	10	Some PS	15-29	3640
1997	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	ON	Male	205	NA	NA	50	Ba or More	45-59	NA
1997	Employed,	QC	Female	226	Yes	14.89	35	HS Dropout	30-44	27099.8
1997	Employed,	ON	Male	22	NA	NA	55	Some PS	60+	NA
1997	Employed,	QC	Female	44	NA	NA	20	Some PS	15-29	NA
1997	Employed,	ON	Male	41	No	34.62	20	Some PS	30-44	36004.8
1997	Employed,	AB	Female	177	No	13.71	33	HS Grad	30-44	23526.36
1997	Employed,	QC	Female	23	Yes	22.73	22	Some PS	15-29	26003.12
1997	Employed,	ON	Female	27	No	20	20	Ba or More	60+	20800
1997	Employed,	ON	Female	11	No	6.75	37.5	Ba or More	15-29	13162.5
1997	Employed,	ON	Male	46	No	18.03	40	Some PS	30-44	37502.4
1997	Employed,	BC	Male	28	No	13.5	40	HS Dropout	15-29	28080
1997	Employed,	BC	Female	1	NA	NA	60	HS Grad	15-29	NA
1997	Unemployed	BC	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	ON	Female	4	No	7.5	50	Some PS	30-44	19500
1997	Employed,	ON	Male	15	No	7	10	HS Dropout	15-29	3640
1997	Employed,	AB	Female	48	Yes	10	20	Some PS	30-44	10400
1997	Employed,	AB	Female	139	Yes	11	35	Some PS	45-59	20020
1997	Employed,	QC	Male	70	No	26.44	40	Some PS	30-44	54995.2
1997	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	30-44	NA
1997	Employed,	ON	Male	23	No	8	45	HS Dropout	15-29	18720
1997	Employed,	ON	Male	78	NA	NA	25	HS Grad	30-44	NA
1997	Employed,	QC	Male	102	No	9	40	Some PS	30-44	18720
1997	Employed,	QC	Male	206	NA	NA	40	Some PS	45-59	NA
1997	Employed,	QC	Male	58	Yes	17.5	40	HS Dropout	15-29	36400
1997	Employed,	ON	Female	103	No	21.98	35	Ba or More	30-44	40003.6
1997	Unemployed	QC	Male	NA	NA	NA	NA	HS Grad	15-29	NA
1997	Employed,	AB	Female	3	No	14.99	40	Some PS	15-29	31179.2
1997	Employed,	ON	Female	14	No	11.11	45	HS Grad	45-59	25997.4
1997	Employed,	QC	Female	1	Yes	27.76	21	Ba or More	15-29	30313.92
1997	Employed,	QC	Male	152	No	33.65	40	Ba or More	45-59	69992
1997	Employed,	ON	Female	8	No	7.05	20	Some PS	15-29	7332
1997	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	30-44	NA
1997	Employed,	ON	Male	21	NA	NA	44	Some PS	30-44	NA
1997	Employed,	QC	Female	9	No	6.7	5	HS Dropout	15-29	1742
1997	Employed,	ON	Male	117	Yes	16.19	40	Some PS	30-44	33675.2
1997	Employed,	BC	Female	67	Yes	16.69	35	Ba or More	45-59	30375.8
1997	Employed,	ON	Female	22	No	9	40	HS Grad	15-29	18720
1997	Employed,	ON	Female	88	Yes	13.04	15	HS Grad	30-44	10171.2
1997	Employed,	ON	Female	135	No	20	31.5	Some PS	30-44	32760
1997	Unemployed	AB	Female	NA	NA	NA	NA	Some PS	15-29	NA
1997	Employed,	QC	Male	139	Yes	19.6	40	HS Grad	30-44	40768
1997	Unemployed	BC	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	AB	Male	130	NA	NA	30	Ba or More	45-59	NA
1997	Employed,	QC	Male	8	Yes	15	40	Some PS	15-29	31200
1997	Employed,	ON	Female	8	NA	NA	42	Some PS	30-44	NA
1997	Employed,	BC	Male	48	No	19.22	35	Ba or More	30-44	34980.4
1997	Employed,	ON	Female	3	NA	NA	50	Some PS	30-44	NA
1997	Employed,	QC	Male	210	No	26.92	40	Some PS	30-44	55993.6
1997	Employed,	ON	Female	32	No	19.23	35	Some PS	30-44	34998.6
1997	Employed,	ON	Female	240	Yes	14.35	24	HS Dropout	30-44	17908.8
1997	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	30-44	NA
1997	Employed,	QC	Female	31	No	11.54	10	Some PS	30-44	6000.8
1997	Employed,	ON	Female	128	NA	NA	50	Some PS	30-44	NA
1997	Unemployed	QC	Male	NA	NA	NA	NA	HS Grad	30-44	NA
1997	Employed,	ON	Female	99	NA	NA	20	Ba or More	30-44	NA
1997	Employed,	ON	Male	178	No	12.75	40	Some PS	30-44	26520
1997	Employed,	BC	Male	35	Yes	18.04	35	HS Grad	30-44	32832.8
1997	Employed,	AB	Male	240	NA	NA	30	HS Dropout	60+	NA
1997	Employed,	AB	Female	207	Yes	16.9	40	HS Grad	45-59	35152
1997	Employed,	ON	Male	62	No	9	40	HS Dropout	30-44	18720
1997	Employed,	ON	Female	46	Yes	12.92	22.5	HS Dropout	45-59	15116.4
1997	Employed,	ON	Male	38	No	11	16	HS Grad	15-29	9152
1997	Employed,	ON	Female	151	No	16.25	40	HS Dropout	45-59	33800
1997	Employed,	AB	Female	19	No	8.42	25	Some PS	45-59	10946
1997	Employed,	AB	Female	119	Yes	11.75	40	Some PS	60+	24440
1997	Employed,	QC	Female	240	Yes	21.07	36.5	Some PS	45-59	39990.86
1997	Employed,	ON	Male	15	No	23	40	Ba or More	30-44	47840
1997	Employed,	AB	Male	224	No	12	35	HS Dropout	45-59	21840
1997	Employed,	ON	Female	91	No	7	25	HS Dropout	30-44	9100
1997	Employed,	ON	Male	94	NA	NA	45	HS Dropout	45-59	NA
1997	Employed,	BC	Female	43	Yes	17.06	36	HS Grad	30-44	31936.32
1997	Employed,	QC	Male	238	Yes	16	40	HS Dropout	45-59	33280
1997	Employed,	AB	Female	38	No	5	16	Some PS	15-29	4160
1997	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	30-44	NA
1997	Employed,	ON	Female	27	NA	NA	30	HS Grad	15-29	NA
1997	Unemployed	BC	Female	NA	NA	NA	NA	HS Dropout	45-59	NA
1997	Employed,	BC	Male	145	NA	NA	55	Some PS	45-59	NA
1997	Employed,	BC	Male	60	NA	NA	40	Ba or More	45-59	NA
1997	Employed,	ON	Female	224	NA	NA	10	Ba or More	60+	NA
1997	Employed,	ON	Male	66	No	3.96	70	HS Dropout	30-44	14414.4
1997	Employed,	ON	Male	155	No	17	45	HS Dropout	30-44	39780
1997	Employed,	ON	Male	47	NA	NA	40	Ba or More	30-44	NA
1997	Employed,	BC	Female	7	Yes	20.66	15	Some PS	30-44	16114.8
1997	Employed,	ON	Male	89	No	12	40	HS Dropout	60+	24960
1997	Employed,	ON	Male	89	No	36.86	35	Ba or More	30-44	67085.2
1997	Employed,	BC	Male	19	No	6.67	30	HS Grad	15-29	10405.2
1997	Employed,	BC	Female	97	NA	NA	15	Ba or More	60+	NA
1997	Employed,	ON	Male	240	No	31.25	35	Ba or More	45-59	56875
1997	Employed,	ON	Male	240	NA	NA	76	Some PS	45-59	NA
1997	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	30-44	NA
1997	Unemployed	QC	Male	NA	NA	NA	NA	Ba or More	45-59	NA
1997	Employed,	ON	Female	2	No	7	2	HS Dropout	15-29	728
1997	Employed,	BC	Female	240	NA	NA	50	Some PS	45-59	NA
1997	Employed,	QC	Female	151	Yes	41.38	14.5	Some PS	45-59	31200.52
1997	Employed,	ON	Male	52	No	8.33	42	Some PS	15-29	18192.72
1997	Unemployed	ON	Female	NA	NA	NA	NA	Ba or More	30-44	NA
1997	Employed,	AB	Male	15	No	15.45	37.5	Ba or More	45-59	30127.5
1997	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	45-59	NA
1997	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	45-59	NA
1997	Employed,	ON	Male	5	No	18.75	39	Some PS	30-44	38025
1997	Employed,	BC	Male	178	Yes	19	35	Some PS	30-44	34580
1997	Employed,	QC	Female	24	Yes	8.6	40	Some PS	30-44	17888
1997	Employed,	ON	Male	138	NA	NA	50	Some PS	45-59	NA
1997	Employed,	BC	Female	193	Yes	25.41	37.5	HS Grad	30-44	49549.5
1997	Employed,	ON	Female	163	Yes	27.89	38	Some PS	30-44	55110.64
1997	Employed,	ON	Female	97	No	12.75	12	HS Dropout	30-44	7956
1997	Employed,	QC	Female	7	No	6.85	37	HS Dropout	15-29	13179.4
1997	Employed,	BC	Female	10	No	10	40	HS Grad	15-29	20800
1997	Employed,	ON	Female	169	NA	NA	20	HS Grad	30-44	NA
1997	Employed,	AB	Male	57	NA	NA	40	HS Dropout	30-44	NA
1997	Employed,	AB	Female	8	No	5.5	25	HS Dropout	15-29	7150
1997	Employed,	BC	Male	79	Yes	20	18	Ba or More	45-59	18720
1997	Employed,	ON	Female	3	No	18	13	Ba or More	45-59	12168
1997	Employed,	BC	Female	83	Yes	17.5	32	HS Grad	15-29	29120
1997	Employed,	ON	Male	5	No	28.85	40	HS Grad	45-59	60008
1997	Employed,	QC	Female	240	Yes	18	18.7	Some PS	45-59	17503.2
1997	Employed,	BC	Male	1	No	16	20	Some PS	30-44	16640
1997	Employed,	QC	Male	82	Yes	12	40	HS Dropout	30-44	24960
1997	Employed,	BC	Female	99	No	16.92	8	HS Grad	45-59	7038.72
1997	Employed,	ON	Male	240	NA	NA	40	Some PS	60+	NA
1997	Employed,	BC	Female	11	Yes	8	20	Some PS	30-44	8320
1997	Employed,	ON	Male	13	No	9.23	40	Ba or More	15-29	19198.4
1997	Employed,	BC	Female	179	No	9.5	30	Some PS	45-59	14820
1997	Employed,	QC	Male	203	No	10.71	56	Some PS	30-44	31187.52
1997	Employed,	BC	Male	86	NA	NA	50	HS Dropout	30-44	NA
1997	Employed,	QC	Female	61	Yes	21.69	35	Ba or More	45-59	39475.8
1997	Employed,	ON	Female	79	No	22.56	37.5	Ba or More	45-59	43992
1997	Employed,	QC	Male	82	NA	NA	30	Some PS	60+	NA
1997	Employed,	BC	Female	158	NA	NA	10	HS Dropout	60+	NA
1997	Employed,	AB	Male	240	No	38.46	40	Some PS	45-59	79996.8
1997	Employed,	ON	Male	31	No	22	40	Ba or More	15-29	45760
1997	Employed,	AB	Female	15	No	10.85	5	Some PS	30-44	2821
1997	Employed,	ON	Male	3	NA	NA	60	Some PS	30-44	NA
1997	Employed,	QC	Male	132	NA	NA	40	HS Dropout	30-44	NA
1997	Employed,	ON	Female	55	NA	NA	18	HS Dropout	15-29	NA
1997	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
1997	Employed,	BC	Female	15	Yes	14.48	32	Ba or More	15-29	24094.72
1997	Employed,	ON	Female	72	No	16	40	Some PS	30-44	33280
1997	Employed,	AB	Female	113	Yes	22.48	38	Some PS	30-44	44420.48
1997	Employed,	QC	Female	8	No	12	20	Ba or More	15-29	12480
1997	Employed,	ON	Female	81	No	17.78	45	Ba or More	15-29	41605.2
1997	Employed,	AB	Male	52	No	11.54	40	HS Dropout	60+	24003.2
1997	Employed,	AB	Male	1	No	9.25	40	Some PS	15-29	19240
1997	Employed,	ON	Female	27	No	34.29	40	HS Grad	15-29	71323.2
1997	Employed,	ON	Female	55	NA	NA	40	HS Grad	30-44	NA
1997	Employed,	ON	Male	102	No	16.41	48	Some PS	30-44	40959.36
1997	Employed,	BC	Female	88	No	7	28	HS Dropout	45-59	10192
1997	Employed,	ON	Female	186	No	10	40	Some PS	30-44	20800
1997	Employed,	ON	Female	19	No	13.33	15	HS Grad	30-44	10397.4
